ISIN,NSE_SYMBOL,BSE_CODE,NAME,INDUSTRY GROUP,INDUSTRY
INE411H01032,RSYSTEMS,nan,R Systems Intl.,IT - Services,IT Enabled Services
INE868B01028,NCC,nan,NCC,Construction,Civil Construction
INE02AR01019,ANMOL,nan,Anmol India,Consumable Fuels,Trading - Coal
INE005I01014,AMDIND,nan,AMD Industries,Industrial Products,Packaging
INE258A01024,BEML,nan,BEML Ltd,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
IN9175A01010,JISLDVREQS,nan,Jain Irrigat-DVR,Industrial Products,Plastic Products - Industrial
INE863I01016,BANG,nan,Bang Overseas,Textiles & Apparels,Garments & Apparels
INE520A01027,ZENSARTECH,nan,Zensar Tech.,IT - Software,Computers - Software & Consulting
INE0FS801015,MSUMI,nan,Motherson Wiring,Auto Components,Auto Components & Equipments
INE209L01016,JWL,nan,Jupiter Wagons,Industrial Manufacturing,Railway Wagons
INE725L01011,KARMAENG,nan,Karma Energy Ltd,Power,Power Generation
INE600A01035,PILITA,nan,Pil Italica Life,Consumer Durables,Plastic Products - Consumer
INE203G01027,IGL,nan,Indraprastha Gas,Gas,LPG/CNG/PNG/LNG Supplier
INE068V01023,GLAND,nan,Gland Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE337A01034,LGBBROSLTD,nan,L G Balakrishnan,Auto Components,Auto Components & Equipments
INE00S901012,NILASPACES,nan,Nila Spaces,Realty,"Residential, Commercial Projects"
INE668F01031,JYOTHYLAB,nan,Jyothy Labs,Household Products,Household Products
INE704B01017,RACLGEAR,nan,RACL Geartech,Auto Components,Auto Components & Equipments
INE163A01018,NOCIL,nan,NOCIL,Chemicals & Petrochemicals,Specialty Chemicals
INE225D01027,SYMPHONY,nan,Symphony,Consumer Durables,Household Appliances
INE195J01029,PNCINFRA,nan,PNC Infratech,Construction,Civil Construction
INE349A01021,NRBBEARING,nan,NRB Bearings,Auto Components,Auto Components & Equipments
INE304W01038,BLUESTONE,nan,Bluestone Jewel,Consumer Durables,"Gems, Jewellery And Watches"
INE825V01034,MANYAVAR,nan,Vedant Fashions,Retailing,Speciality Retail
INE536H01010,CIEINDIA,nan,CIE Automotive,Auto Components,Auto Components & Equipments
INE102A01024,HLVLTD,nan,HLV,Leisure Services,Hotels & Resorts
INE303A01010,DICIND,nan,DIC India,Chemicals & Petrochemicals,Printing Inks
INE836A01035,BSOFT,nan,Birlasoft Ltd,IT - Software,Computers - Software & Consulting
INE505V01016,EUROBOND,nan,Euro Panel,Industrial Products,"Aluminium, Copper & Zinc Products"
INE818H01020,LTFOODS,nan,L T Foods,Agricultural Food & other Products,Other Agricultural Products
INE915B01019,INDSWFTLAB,nan,Ind-Swift Labs.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE338I01027,MOTILALOFS,nan,Motil.Oswal.Fin.,Capital Markets,Stockbroking & Allied
INE669X01032,GEEKAYWIRE,nan,Geekay Wires,Industrial Products,Iron & Steel Products
INE128A01029,EVEREADY,nan,Eveready Inds.,Household Products,Household Products
INE285A01027,ELGIEQUIP,nan,Elgi Equipments,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE934S01014,GNA,nan,GNA Axles,Auto Components,Auto Components & Equipments
INE020G01017,INSPIRISYS,nan,Inspirisys Sol.,IT - Services,IT Enabled Services
INE290S01011,CARTRADE,nan,Cartrade Tech,Retailing,E-Retail/ E-Commerce
INE703B01027,RATNAMANI,nan,Ratnamani Metals,Industrial Products,Iron & Steel Products
INE760Y01011,ASHOKAMET,nan,Ashoka Metcast,Metals & Minerals Trading,Trading - Metals
INE013801027,KSHITIJPOL,nan,Kshitij Polyline,Chemicals & Petrochemicals,Printing Inks
INE06HJ01020,ECOSMOBLTY,nan,Ecos (India),Transport Services,Road Transport
INE834I01025,KHADIM,nan,Khadim India,Consumer Durables,Footwear
INE023H01027,NECLIFE,nan,Nectar Lifesci.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE615P01015,QUESS,nan,Quess Corp,Commercial Services & Supplies,Diversified Commercial Services
INE0G1L01017,LEMERITE,nan,Le Merite Export,Textiles & Apparels,Other Textile Products
INE626Z01029,HARDWYN,nan,Hardwyn India,Consumer Durables,"Furniture, Home Furnishing"
INE049A01027,HIMATSEIDE,nan,Himatsing. Seide,Textiles & Apparels,Other Textile Products
INE202E01016,IREDA,nan,Indian Renewable,Finance,Financial Institution
INE230A01023,EIHOTEL,nan,EIH,Leisure Services,Hotels & Resorts
INE596H01014,HGM,nan,Handson Global,IT - Services,IT Enabled Services
INE643A01035,JTEKTINDIA,nan,JTEKT India,Auto Components,Auto Components & Equipments
INE570A01022,IONEXCHANG,nan,ION Exchange,Other Utilities,Water Supply & Management
INE040D01038,MAYURUNIQ,nan,Mayur Uniquoters,Consumer Durables,Leather And Leather Products
INE592A01026,ORIENTPPR,nan,Orient Paper,"Paper, Forest & Jute Products",Paper & Paper Products
INE640A01023,SKFINDIA,nan,SKF India,Industrial Products,Abrasives & Bearings
INE0D6I01023,KSOLVES,nan,Ksolves India,IT - Software,Computers - Software & Consulting
INE229H01012,NITINSPIN,nan,Nitin Spinners,Textiles & Apparels,Other Textile Products
INE609C01024,ORIENTLTD,nan,Orient Press,Industrial Products,Packaging
INE011K01018,TEGA,nan,Tega Inds.,Industrial Manufacturing,Industrial Products
INE508G01029,TIMETECHNO,nan,Time Technoplast,Industrial Products,Plastic Products - Industrial
INE565L01011,ZEELEARN,nan,Zee Learn,Other Consumer Services,Education
INE319Y01024,TIRUPATIFL,nan,Tirupati Forge,Industrial Products,Castings & Forgings
INE221J01015,SHARDACROP,nan,Sharda Cropchem,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE597J01018,SHALBY,nan,Shalby,Healthcare Services,Hospital
INE00PV01013,AHLADA,nan,Ahlada Engineers,Consumer Durables,"Furniture, Home Furnishing"
INE0BWX01014,AETHER,nan,Aether Industri.,Chemicals & Petrochemicals,Specialty Chemicals
INE291A01017,GRWRHITECH,nan,Garware Hi Tech,Industrial Products,Plastic Products - Industrial
INE0NLT01010,BLSE,nan,BLS E-Services,IT - Services,IT Enabled Services
INE053F01010,IRFC,nan,I R F C,Finance,Financial Institution
INE390G01014,GPTINFRA,nan,GPT Infraproject,Construction,Civil Construction
INE488A01050,CHEMPLASTS,nan,Chemplast Sanmar,Chemicals & Petrochemicals,Commodity Chemicals
INE211R01019,POWERMECH,nan,Power Mech Proj.,Construction,Civil Construction
INE052T01021,BESTAGRO,nan,Best Agrolife,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE204E01012,AGARIND,nan,Agarwal Indl.,Chemicals & Petrochemicals,Petrochemicals
INE212H01026,AIAENG,nan,AIA Engineering,Industrial Products,Castings & Forgings
INE740V01019,AGROPHOS,nan,Agro Phos India,Fertilizers & Agrochemicals,Fertilizers
INE02RE01045,FIRSTCRY,nan,Brainbees Solut.,Retailing,E-Retail/ E-Commerce
INE295A01018,EVERESTIND,nan,Everest Inds.,Other Construction Materials,Other Construction Materials
INE866R01028,MATRIMONY,nan,Matrimony.com,Retailing,Internet & Catalogue Retail
INE384C01016,YUKEN,nan,Yuken India,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE216A01030,BRITANNIA,nan,Britannia Inds.,Food Products,Packaged Foods
INE910C01018,TTKHLTCARE,nan,TTK Healthcare,Diversified,Diversified
INE401H01017,KKCL,nan,Kewal Kir.Cloth.,Textiles & Apparels,Garments & Apparels
INE148A01019,TNPETRO,nan,T N Petro Prod.,Chemicals & Petrochemicals,Petrochemicals
INE385F01024,SGMART,nan,SG Mart,Metals & Minerals Trading,Trading - Metals
INE692Z01013,AFFORDABLE,nan,Affordable Robo.,Industrial Manufacturing,Industrial Products
INE111F01024,PAUSHAKLTD,nan,Paushak,Chemicals & Petrochemicals,Specialty Chemicals
INE184H01027,EKC,nan,Everest Kanto,Industrial Manufacturing,Industrial Products
INE835D01023,HIRECT,nan,Hind Rectifiers,Industrial Manufacturing,Industrial Products
INE029A01011,BPCL,nan,B P C L,Petroleum Products,Refineries & Marketing
INE603J01030,PIIND,nan,P I Industries,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE0NQ801033,RKSWAMY,nan,R K Swamy,Media,Advertising & Media Agencies
INE908D01010,SHAKTIPUMP,nan,Shakti Pumps,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE673O01025,TBOTEK,nan,TBO Tek,Leisure Services,"Tour, Travel Related Services"
INE118D01016,NUVOCO,nan,Nuvoco Vistas,Cement & Cement Products,Cement & Cement Products
INE611L01021,INDTERRAIN,nan,Indian Terrain,Textiles & Apparels,Garments & Apparels
INE922B01023,PANACEABIO,nan,Panacea Biotec,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE840Y01029,ONEPOINT,nan,One Point One,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE027A01015,RCF,nan,R C F,Fertilizers & Agrochemicals,Fertilizers
INE835G01018,ALLDIGI,nan,Alldigi Tech,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE414B01021,ANTGRAPHIC,nan,Antarctica,Industrial Products,Packaging
INE415G01027,RVNL,nan,Rail Vikas,Construction,Civil Construction
INE840M01016,ZUARI,nan,Zuari Agro Chem.,Fertilizers & Agrochemicals,Fertilizers
INE383A01012,INDIACEM,nan,India Cements,Cement & Cement Products,Cement & Cement Products
INE139B01016,UCAL,nan,Ucal,Auto Components,Auto Components & Equipments
INE342J01019,ZFCVINDIA,nan,ZF Commercial,Auto Components,Auto Components & Equipments
INE083C01022,PLASTIBLEN,nan,Plastiblends (I),Chemicals & Petrochemicals,Specialty Chemicals
INE142M01025,TATATECH,nan,Tata Technolog.,IT - Services,IT Enabled Services
INE670K01029,LODHA,nan,Lodha Developers,Realty,"Residential, Commercial Projects"
INE373A01013,BASF,nan,BASF India,Chemicals & Petrochemicals,Specialty Chemicals
INE318A01026,PIDILITIND,nan,Pidilite Inds.,Chemicals & Petrochemicals,Specialty Chemicals
INE0D6701023,IPL,nan,India Pesticides,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE410P01011,NH,nan,Narayana Hrudaya,Healthcare Services,Hospital
INE625B01014,RANASUG,nan,Rana Sugars,Agricultural Food & other Products,Sugar
INE841B01017,INDBANK,nan,Indbank Merchant,Capital Markets,Stockbroking & Allied
INE859A01011,PNBGILTS,nan,PNB Gilts,Finance,Investment Company
INE976R01033,AGIIL,nan,AGI Infra,Realty,"Residential, Commercial Projects"
INE903D01011,MONARCH,nan,Monarch Networth,Capital Markets,Stockbroking & Allied
INE727S01012,BRNL,nan,Bharat Road,Construction,Civil Construction
INE457L01029,PGEL,nan,PG Electroplast,Consumer Durables,Consumer Electronics
INE093A01041,HEXT,nan,Hexaware Tech.,IT - Software,Computers - Software & Consulting
INE544H01014,JHS,nan,JHS Sven.Lab.,Personal Products,Personal Care
INE505Y01010,VINEETLAB,nan,Vineet Laborator,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE345H01024,CIFL,nan,Capital India,Finance,Non Banking Financial Company (NBFC)
INE236Y01012,NGIL,nan,Nakoda Group,Food Products,Packaged Foods
INE236G01019,TVSELECT,nan,TVS Elec.,IT - Hardware,Computers Hardware & Equipments
INE281A01026,CENTEXT,nan,Century Extrus.,Industrial Products,"Aluminium, Copper & Zinc Products"
INE753K01015,EMMBI,nan,Emmbi Industries,Industrial Products,Packaging
INE594H01019,THYROCARE,nan,Thyrocare Tech.,Healthcare Services,Healthcare Service Provider
INE596F01018,PTCIL,nan,PTC Industries,Industrial Products,Other Industrial Products
INE224A01026,GREAVESCOT,nan,Greaves Cotton,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE716B01029,TIPSMUSIC,nan,Tips Music,Entertainment,Media & Entertainment
INE838B01021,BHARATRAS,nan,Bharat Rasayan,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE274C01019,WENDT,nan,Wendt India,Industrial Products,Abrasives & Bearings
INE961O01016,RAINBOW,nan,Rainbow Child.,Healthcare Services,Hospital
INE336X01012,TOTAL,nan,Total Transport,Transport Services,Logistics Solution Provider
INE618N01022,BALAXI,nan,Balaxi Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE032A01023,BOMDYEING,nan,Bombay Dyeing,Textiles & Apparels,Other Textile Products
INE750M01017,HEXATRADEX,nan,Hexa Tradex,Finance,Investment Company
INE688A01022,TCI,nan,Transport Corp.,Transport Services,Logistics Solution Provider
INE247D01039,JINDWORLD,nan,Jindal Worldwide,Textiles & Apparels,Other Textile Products
INE431F01018,PKTEA,nan,The Peria Karamalai Tea,Agricultural Food & other Products,Tea & Coffee
INE749A01030,JINDALSTEL,nan,Jindal Steel,Ferrous Metals,Iron & Steel
INE0FW001016,MARKOLINES,nan,Markolines Pavem,Construction,Civil Construction
INE869Y01010,TEMBO,nan,Tembo Global,Industrial Products,Iron & Steel Products
INE932A01024,PENIND,nan,Pennar Industrie,Industrial Manufacturing,Industrial Products
INE751B01018,PIXTRANS,nan,Pix Transmission,Industrial Products,Rubber
INE791I01019,BRIGADE,nan,Brigade Enterpr.,Realty,"Residential, Commercial Projects"
INE768C01028,ZYDUSWELL,nan,Zydus Wellness,Food Products,Packaged Foods
INE126A01031,EIDPARRY,nan,EID Parry,Food Products,Other Food Products
INE697V01011,PANSARI,nan,Pansari Develop.,Realty,"Residential, Commercial Projects"
INE0J5401028,HONASA,nan,Honasa Consumer,Personal Products,Personal Care
INE0LQS01015,TIPSFILMS,nan,Tips Films,Entertainment,"Film Production, Distribution & Exhibition"
INE388A01029,GANESHBE,nan,Ganesh Benzopl.,Oil,Oil Storage & Transportation
INE421C01016,TVSSRICHAK,nan,TVS Srichakra,Auto Components,Tyres & Rubber Products
INE913H01037,ENDURANCE,nan,Endurance Tech.,Auto Components,Auto Components & Equipments
INE859Q01017,MANAKALUCO,nan,Manaksia Alumi.,Non - Ferrous Metals,Aluminium
INE943P01029,AGARWALEYE,nan,Dr Agarwal's Hea,Healthcare Services,Hospital
INE263A01024,BEL,nan,Bharat Electron,Aerospace & Defense,Aerospace & Defense
INE382M01027,UFBL,nan,United Foodbrands,Leisure Services,Restaurants
INE452L01012,INCREDIBLE,nan,Incredible Indus,Industrial Products,Iron & Steel Products
INE602W01027,SENCO,nan,Senco Gold,Consumer Durables,"Gems, Jewellery And Watches"
INE015D01022,MANAKSIA,nan,Manaksia,Industrial Products,Iron & Steel Products
INE850M01015,NORTHARC,nan,Northern ARC,Finance,Non Banking Financial Company (NBFC)
INE101D01020,GRANULES,nan,Granules India,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE933K01021,BAJAJCON,nan,Bajaj Consumer,Personal Products,Personal Care
INE949H01023,MANINFRA,nan,Man Infra,Construction,Civil Construction
INE887E01022,NGLFINE,nan,NGL Fine Chem,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE685A01028,TORNTPHARM,nan,Torrent Pharma.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE338A01024,TIRUMALCHM,nan,Thirumalai Chem.,Chemicals & Petrochemicals,Commodity Chemicals
INE105A01035,TVSHLTD,nan,TVS Holdings,Finance,Investment Company
INE231C01019,SHREYANIND,nan,Shreyans Inds.,"Paper, Forest & Jute Products",Paper & Paper Products
INE906O01029,TIGERLOGS,nan,Tiger Logistics,Transport Services,Logistics Solution Provider
INE451F01024,APOLSINHOT,nan,Apollo Sindoori,Leisure Services,Hotels & Resorts
INE739E01017,CERA,nan,Cera Sanitary.,Consumer Durables,Sanitary Ware
INE291W01037,GLOBAL,nan,Global Education,Other Consumer Services,Education
INE133E01013,TI,nan,Tilaknagar Inds.,Beverages,Breweries & Distilleries
INE491V01019,CROWN,nan,Crown Lifters,Industrial Manufacturing,Industrial Products
INE486R01017,GPTHEALTH,nan,GPT Healthcare,Healthcare Services,Hospital
INE832A01018,MODIRUBBER,nan,Modi Rubber,Auto Components,Tyres & Rubber Products
INE559A01017,IFBIND,nan,IFB Industries,Consumer Durables,Household Appliances
INE347W01011,MAGADSUGAR,nan,Magadh Sugar,Agricultural Food & other Products,Sugar
INE506W01012,KRISHANA,nan,Krishana Phosch.,Fertilizers & Agrochemicals,Fertilizers
INE0V7W01012,CARRARO,nan,Carraro India,Auto Components,Auto Components & Equipments
INE0KKN01029,RHETAN,nan,Rhetan TMT Ltd,Industrial Products,Iron & Steel Products
INE782X01033,SERVOTECH,nan,Servotech Renew,Electrical Equipment,Other Electrical Equipment
INE557Z01018,PIGL,nan,Power & Instrum.,Electrical Equipment,Other Electrical Equipment
INE419D01026,CLSEL,nan,Chamanlal Setia,Agricultural Food & other Products,Other Agricultural Products
INE123F01029,MMTC,nan,MMTC,Commercial Services & Supplies,Trading & Distributors
INE977Y01011,BCONCEPTS,nan,Brand Concepts,Retailing,Speciality Retail
INE886A01014,IITL,nan,Indl. Inv. Trust,Finance,Investment Company
INE494B01023,TVSMOTOR,nan,TVS Motor Co.,Automobiles,2/3 Wheelers
INE257A01026,BHEL,nan,B H E L,Electrical Equipment,Heavy Electrical Equipment
INE754A01055,SUBEXLTD,nan,Subex,IT - Software,Software Products
INE482D01024,CARYSIL,nan,Carysil,Consumer Durables,Household Appliances
INE178C01020,SMARTLINK,nan,Smartlink Hold.,IT - Hardware,Computers Hardware & Equipments
INE571B01036,JAYBARMARU,nan,Jay Bharat Maru.,Auto Components,Auto Components & Equipments
INE338H01029,CONCORDBIO,nan,Concord Biotech,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE976T01013,SAGARDEEP,nan,Sagardeep Alloys,Industrial Products,"Aluminium, Copper & Zinc Products"
INE03NU01014,BRIGHOTEL,nan,Brigade Hotel,Leisure Services,Hotels & Resorts
INE848E01016,NHPC,nan,NHPC Ltd,Power,Power Generation
INE813A01018,MAHLIFE,nan,Mahindra Life.,Realty,"Residential, Commercial Projects"
INE034A01011,ARVIND,nan,Arvind Ltd,Textiles & Apparels,Garments & Apparels
INE0DAB01012,RVTH,nan,Revathi Equip,Industrial Manufacturing,Industrial Products
INE877I01016,ARCHIDPLY,nan,Archidply Inds.,Consumer Durables,Plywood Boards/ Laminates
INE275B01026,HUHTAMAKI,nan,Huhtamaki India,Industrial Products,Packaging
INE535D01037,ROTO,nan,Roto Pumps,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE195A01028,SUPREMEIND,nan,Supreme Inds.,Industrial Products,Plastic Products - Industrial
INE0PQ101010,SSDL,nan,Saraswati Saree,Textiles & Apparels,Garments & Apparels
INE731C01018,KHAITANLTD,nan,Khaitan (India),Consumer Durables,Consumer Electronics
INE947A01014,SUNFLAG,nan,Sunflag Iron,Industrial Products,Iron & Steel Products
INE930P01018,ANURAS,nan,Anupam Rasayan,Chemicals & Petrochemicals,Specialty Chemicals
INE712K01011,SHREEPUSHK,nan,Sh.Pushkar Chem.,Chemicals & Petrochemicals,Dyes And Pigments
INE544R01021,GREENLAM,nan,Greenlam Industr,Consumer Durables,Plywood Boards/ Laminates
INE477B01010,DVL,nan,Dhunseri Vent.,Diversified,Diversified
INE506Z01015,DHRUV,nan,Dhruv Consultanc,Commercial Services & Supplies,Consulting Services
INE0JSX01015,GSLSU,nan,Global Surfaces,Consumer Durables,Granites & Marbles
INE0L9R01028,GOPAL,nan,Gopal Snacks,Food Products,Packaged Foods
INE006Z01016,ARVEE,nan,Arvee Laborat.,Chemicals & Petrochemicals,Specialty Chemicals
INE415B01044,MARSONS,nan,Marsons,Electrical Equipment,Other Electrical Equipment
INE0D0K01022,SIGACHI,nan,Sigachi Indust.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE084K01015,AMANTA,nan,Amanta Healthcar,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE111A01025,CONCOR,nan,Container Corpn.,Transport Services,Logistics Solution Provider
INE134B01017,KECL,nan,Kirl. Electric,Electrical Equipment,Other Electrical Equipment
INE377Y01014,BAJAJHFL,nan,Bajaj Housing,Finance,Housing Finance Company
INE792I01017,CORDSCABLE,nan,Cords Cable,Industrial Products,Cables - Electricals
INE435G01025,DHANUKA,nan,Dhanuka Agritech,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE720A01015,KOTHARIPET,nan,Kothari Petroche,Chemicals & Petrochemicals,Petrochemicals
INE334A01023,STERTOOLS,nan,Sterling Tools,Auto Components,Auto Components & Equipments
INE993A01026,MANINDS,nan,Man Industries,Industrial Products,Iron & Steel Products
INE041A01016,DHAMPURSUG,nan,Dhampur Sugar,Agricultural Food & other Products,Sugar
INE545L01039,MANCREDIT,nan,Mangal Credit,Finance,Non Banking Financial Company (NBFC)
INE314G01014,KALYANIFRG,nan,Kalyani Forge,Industrial Products,Castings & Forgings
INE555B01013,AXISCADES,nan,AXISCADES Tech.,Aerospace & Defense,Aerospace & Defense
INE044A01036,SUNPHARMA,nan,Sun Pharma.Inds.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE570D01018,ARROWGREEN,nan,Arrow Greentech,Industrial Products,Packaging
INE102B01014,CHOICEIN,nan,Choice Intl.,Finance,Holding Company
INE348A01023,ASHAPURMIN,nan,Ashapura Minech.,Minerals & Mining,Industrial Minerals
INE227C01017,MMFL,nan,M M Forgings,Auto Components,Auto Components & Equipments
INE176A01028,BATAINDIA,nan,Bata India,Consumer Durables,Footwear
INE417B01040,DSSL,nan,Dynacons Sys.,IT - Services,IT Enabled Services
INE200A01026,GVT&D,nan,GE Vernova T&D,Electrical Equipment,Heavy Electrical Equipment
INE02YR01019,EMIL,nan,Electronics Mart,Retailing,Diversified Retail
INE306A01021,BAJAJHIND,nan,Bajaj Hindusthan,Agricultural Food & other Products,Sugar
INE667G01023,SAKSOFT,nan,Saksoft,IT - Software,Computers - Software & Consulting
INE617A01013,SEMAC,nan,Semac Construct,Construction,Civil Construction
INE280H01015,SAHYADRI,nan,Sahyadri Industr,Other Construction Materials,Other Construction Materials
INE559D01011,CREST,nan,Crest Ventures,Finance,Non Banking Financial Company (NBFC)
INE425Y01011,RPSGVENT,nan,RPSG Ventures,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE754X01016,AARVI,nan,Aarvi Encon,Commercial Services & Supplies,Diversified Commercial Services
INE0RB801010,SENORES,nan,Senores Pharma.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE647O01011,ABFRL,nan,Aditya Bir. Fas.,Retailing,Speciality Retail
INE046W01019,MUTHOOTMF,nan,Muthoot Microfin,Finance,Microfinance Institutions
INE935A01035,GLENMARK,nan,Glenmark Pharma.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE466L01038,360ONE,nan,360 ONE,Capital Markets,Stockbroking & Allied
INE463V01026,ANANDRATHI,nan,Anand Rathi Wea.,Capital Markets,Financial Products Distributor
INE782E01017,HESTERBIO,nan,Hester Bios,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE00H001014,SWIGGY,nan,Swiggy,Retailing,E-Retail/ E-Commerce
INE07S101038,PAVNAIND,nan,Pavna Industries,Auto Components,Auto Components & Equipments
INE209A01019,SUNDROP,nan,Sundrop Brands,Agricultural Food & other Products,Edible Oil
INE06XZ01023,GEMAROMA,nan,Gem Aromatics,Chemicals & Petrochemicals,Specialty Chemicals
INE13B501022,SAATVIKGL,nan,Saatvik Green,Electrical Equipment,Other Electrical Equipment
INE303R01014,KALYANKJIL,nan,Kalyan Jewellers,Consumer Durables,"Gems, Jewellery And Watches"
INE930H01031,KPRMILL,nan,K P R Mill Ltd,Textiles & Apparels,Other Textile Products
INE015C01016,TINNARUBR,nan,Tinna Rubber,Industrial Products,Rubber
INE332A01027,THOMASCOOK,nan,Thomas Cook (I),Leisure Services,"Tour, Travel Related Services"
INE139I01011,BVCL,nan,Barak Valley,Cement & Cement Products,Cement & Cement Products
INE974X01010,TIINDIA,nan,Tube Investments,Auto Components,Auto Components & Equipments
INE481G01011,ULTRACEMCO,nan,UltraTech Cem.,Cement & Cement Products,Cement & Cement Products
INE172N01012,IMAGICAA,nan,Imagica. Enter.,Leisure Services,Amusement Parks/ Other Recreation
INE979R01011,SHYAMCENT,nan,Shyam Century,Ferrous Metals,Ferro & Silica Manganese
INE703H01016,HUBTOWN,nan,Hubtown,Realty,"Residential, Commercial Projects"
INE039B01026,CINEVISTA,nan,Cinevista,Entertainment,Media & Entertainment
INE760A01029,KOKUYOCMLN,nan,Kokuyo Camlin,Household Products,Stationary
INE635Q01029,GULFOILLUB,nan,Gulf Oil Lubric.,Petroleum Products,Lubricants
INE353K01014,ITDC,nan,I T D C,Leisure Services,Hotels & Resorts
INE020D01022,BAIDFIN,nan,Baid Finserv,Finance,Non Banking Financial Company (NBFC)
INE208A01029,ASHOKLEY,nan,Ashok Leyland,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
INE258G01013,SUMICHEM,nan,Sumitomo Chemi.,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE03QK01018,COHANCE,nan,Cohance Life,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE149A01033,CHOLAHLDNG,nan,Chola Financial,Finance,Investment Company
INE529F01035,SIGIND,nan,Signet Industrie,Commercial Services & Supplies,Trading & Distributors
INE453B01029,COMPUSOFT,nan,Compucom Soft.,Other Consumer Services,Education
INE481N01025,HOMEFIRST,nan,Home First Finan,Finance,Housing Finance Company
INE246B01019,RAMCOSYS,nan,Ramco Systems,IT - Software,Software Products
INE276A01018,GARFIBRES,nan,Garware Tech.,Textiles & Apparels,Other Textile Products
INE285H01022,ATLANTAA,nan,Atlantaa,Construction,Civil Construction
INE1BZC01019,OMFREIGHT,nan,Om Freight Forwa,Transport Services,Logistics Solution Provider
INE00YJ01010,JARO,nan,Jaro Institute,Other Consumer Services,E-Learning
INE177A01018,INGERRAND,nan,Ingersoll-Rand,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE511C01022,POONAWALLA,nan,Poonawalla Fin,Finance,Non Banking Financial Company (NBFC)
INE940H01022,PGIL,nan,Pearl Global Ind,Textiles & Apparels,Garments & Apparels
INE0UIZ01018,BLACKBUCK,nan,Blackbuck,Transport Services,Transport Related Services
INE418N01035,ESSENTIA,nan,Integra Essentia,Commercial Services & Supplies,Trading & Distributors
INE864I01014,MTARTECH,nan,MTAR Technologie,Aerospace & Defense,Aerospace & Defense
INE586G01017,GULFPETRO,nan,GP Petroleums,Petroleum Products,Lubricants
INE0IQ001011,VERANDA,nan,Veranda Learning,Other Consumer Services,E-Learning
INE0J0B01017,KOTYARK,nan,Kotyark Indust.,Petroleum Products,Refineries & Marketing
INE280A01028,TITAN,nan,Titan Company,Consumer Durables,"Gems, Jewellery And Watches"
INE07O001026,EASEMYTRIP,nan,Easy Trip Plann.,Leisure Services,"Tour, Travel Related Services"
INE371A01025,GRAPHITE,nan,Graphite India,Industrial Products,Electrodes & Refractories
INE418L01047,NAZARA,nan,Nazara Technolo.,Entertainment,Digital Entertainment
INE510A01028,ENGINERSIN,nan,Engineers India,Construction,Civil Construction
INE668D01028,DONEAR,nan,Donear Inds.,Textiles & Apparels,Other Textile Products
INE855B01025,RAIN,nan,Rain Industries,Chemicals & Petrochemicals,Petrochemicals
INE966A01022,DOLATALGO,nan,Dolat Algotech,Capital Markets,Stockbroking & Allied
INE959C01023,OAL,nan,Oriental Aromat.,Chemicals & Petrochemicals,Specialty Chemicals
INE040H01021,SUZLON,nan,Suzlon Energy,Electrical Equipment,Heavy Electrical Equipment
INE198501012,EUROPRATIK,nan,Euro Pratik Sale,Consumer Durables,"Furniture, Home Furnishing"
INE372A01015,APARINDS,nan,Apar Inds.,Electrical Equipment,Other Electrical Equipment
INE931S01010,ADANIENSOL,nan,Adani Energy Sol,Power,Power Distribution
