ISIN,NSE_SYMBOL,NAME,TIER,SIGNALS_FIRED,COMPOSITE_BALANCED,SECTOR_PHASE,MARKET_STATE
INE460C01014,GANESHHOU,GANESH HOUSING,WATCHLIST_CONFIRMED,2.0,44,CORRECTION,BEAR
INE0JVO01026,GARUDA,GARUDA CONS,WATCHLIST_EXTERNAL,3.0,39,TOPPING,BEAR
INE224E01028,GATECH,GACM TECH,WATCHLIST_CONFIRMED,2.0,49,LATE_CYCLE,BEAR
INE079J01017,GATEWAY,GATEWAY DISTRI,WATCHLIST_EXTERNAL,3.0,31,CORRECTION,BEAR
INE0P8B01020,GAUDIUMIVF,GAUDIUM IVF,STRONG,1.0,63,LATE_CYCLE,BEAR
INE12E301017,GCHOTELS,GRAND CONTINENT,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE916G01016,GEECEE,GEECEE VENT.,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE669X01032,GEEKAYWIRE,GEEKAY WIRES,WATCHLIST_CONFIRMED,3.0,57,CORRECTION,BEAR
INE06XZ01023,GEMAROMA,GEM AROMATICS,WATCHLIST_CONFIRMED,4.0,43,CORRECTION,BEAR
INE727B01026,GENESYS,GENESYS INTL.,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE955D01029,GENUSPOWER,GENUS POWER,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE007B01023,GEOJITFSL,GEOJIT FIN. SER.,WATCHLIST_EXTERNAL,1.0,38,CORRECTION,BEAR
INE017A01032,GESHIP,GE SHIPPING CO,WATCHLIST_CONFIRMED,4.0,45,CORRECTION,BEAR
INE538A01037,GFLLIMITED,GFL,WATCHLIST_EXTERNAL,3.0,32,LATE_CYCLE,BEAR
INE0R8C01018,GGBL,GANESH GREEN,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE947T01022,GICL,GLOBE INTL. CAR.,WATCHLIST_EXTERNAL,1.0,30,CORRECTION,BEAR
INE481Y01014,GICRE,GENERAL INSURANC,WATCHLIST_EXTERNAL,2.0,30,TOPPING,BEAR
INE322A01010,GILLETTE,GILLETTE INDIA,WATCHLIST_EXTERNAL,3.0,31,CORRECTION,BEAR
INE1TY801010,GJL,GROVER JEWELLS,WATCHLIST_EXTERNAL,3.0,34,CORRECTION,BEAR
INE1AG301022,GKENERGY,GK ENERGY,WATCHLIST_EXTERNAL,2.0,38,TOPPING,BEAR
INE291W01037,GLOBAL,GLOBAL EDUCATION,STRONG,5.0,62,BASING,BEAR
INE581X01021,GLOBE,GLOBE ENTERPRISES,WATCHLIST_EXTERNAL,4.0,33,CORRECTION,BEAR
INE0TQE01026,GLOTTIS,GLOTTIS,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE075D01018,GMBREW,G M BREWERIES,WATCHLIST_EXTERNAL,3.0,40,CORRECTION,BEAR
INE131A01031,GMDCLTD,G M D C,WATCHLIST_EXTERNAL,2.0,29,CORRECTION,BEAR
INE934S01014,GNA,GNA AXLES,WATCHLIST_EXTERNAL,2.0,37,CORRECTION,BEAR
INE0BJS01011,GOCOLORS,GO FASHION (I),WATCHLIST_CONFIRMED,1.0,45,CORRECTION,BEAR
INE260B01028,GODFRYPHLP,GODFREY PHILLIPS,WATCHLIST_CONFIRMED,3.0,42,CORRECTION,BEAR
INE03JT01014,GODIGIT,GO DIGIT GENERAL,WATCHLIST_CONFIRMED,3.0,42,TOPPING,BEAR
INE102D01028,GODREJCP,GODREJ CONSUMER,WATCHLIST_EXTERNAL,4.0,31,CORRECTION,BEAR
INE887G01027,GOKEX,GOKALDAS EXPORTS,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE314T01033,GOKULAGRO,GOKUL AGRO,WATCHLIST_EXTERNAL,2.0,38,CORRECTION,BEAR
INE06MH01016,GOLDKART,GOLDKART JEWELS,WATCHLIST_EXTERNAL,1.0,29,CORRECTION,BEAR
INE805A01014,GOLDTECH,AION-TECH SOLUTI,WATCHLIST_EXTERNAL,1.0,31,CORRECTION,BEAR
INE127I01024,GOODLUCK,GOODLUCK INDIA,WATCHLIST_CONFIRMED,3.0,44,CORRECTION,BEAR
INE0S7E01015,GPECO,GP ECO SOLUTIONS,WATCHLIST_CONFIRMED,3.0,43,CORRECTION,BEAR
INE517F01014,GPPL,GUJ PIPAVAV PORT,WATCHLIST_EXTERNAL,2.0,28,CORRECTION,BEAR
INE486R01017,GPTHEALTH,GPT HEALTHCARE,WATCHLIST_EXTERNAL,2.0,40,LATE_CYCLE,BEAR
INE390G01014,GPTINFRA,GPT INFRAPROJECT,WATCHLIST_EXTERNAL,1.0,41,TOPPING,BEAR
INE101D01020,GRANULES,GRANULES INDIA,WATCHLIST_EXTERNAL,5.0,34,CORRECTION,BEAR
INE024L01027,GRAVITA,GRAVITA INDIA,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE224A01026,GREAVESCOT,GREAVES COTTON,WATCHLIST_EXTERNAL,1.0,30,CORRECTION,BEAR
INE0O7P01015,GREENCHEF,GREENCHEF APPLI.,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE0PLX01017,GREENLEAF,GREENLEAF ENVI.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE985P01012,GRETEX,GRETEX INDUSTRIE,WATCHLIST_EXTERNAL,3.0,35,CORRECTION,BEAR
INE536A01023,GRINDWELL,GRINDWELL NORTON,WATCHLIST_EXTERNAL,2.0,29,CORRECTION,BEAR
INE0HOQ01053,GROWW,BILLIONBRAINS,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE137I01015,GRPLTD,GRP,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE382Z01011,GRSE,GARDEN REACH SH.,WATCHLIST_CONFIRMED,3.0,46,CORRECTION,BEAR
INE291A01017,GRWRHITECH,GARWARE HI TECH,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE0SQY01018,GSMFOILS,GSM FOILS,WATCHLIST_EXTERNAL,1.0,39,CORRECTION,BEAR
INE635Q01029,GULFOILLUB,GULF OIL LUBRIC.,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE586G01017,GULFPETRO,GP PETROLEUMS,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE200A01026,GVT&D,GE VERNOVA T&D,WATCHLIST_EXTERNAL,2.0,29,CORRECTION,BEAR
INE066F01020,HAL,HIND.AERONAUTICS,WATCHLIST_EXTERNAL,3.0,36,CORRECTION,BEAR
INE419U01012,HAPPSTMNDS,HAPPIEST MINDS,WATCHLIST_EXTERNAL,3.0,41,CORRECTION,BEAR
INE330T01021,HAPPYFORGE,HAPPY FORGINGS,WATCHLIST_EXTERNAL,5.0,39,CORRECTION,BEAR
INE626Z01029,HARDWYN,HARDWYN INDIA,WATCHLIST_CONFIRMED,2.0,42,CORRECTION,BEAR
INE00EV01017,HARIOMPIPE,HARIOM PIPE,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE176B01034,HAVELLS,HAVELLS INDIA,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE292B01021,HBLENGINE,HBL ENGINEERING,WATCHLIST_EXTERNAL,2.0,38,CORRECTION,BEAR
INE860A01027,HCLTECH,HCL TECHNOLOGIES,WATCHLIST_CONFIRMED,3.0,48,CORRECTION,BEAR
INE756I01012,HDBFS,HDB FINANC SER,WATCHLIST_EXTERNAL,2.0,28,LATE_CYCLE,BEAR
INE127D01025,HDFCAMC,HDFC AMC,WATCHLIST_EXTERNAL,4.0,41,CORRECTION,BEAR
INE040A01034,HDFCBANK,HDFC BANK,WATCHLIST_EXTERNAL,3.0,31,TOPPING,BEAR
INE558R01013,HECPROJECT,HEC INFRA PROJ.,WATCHLIST_EXTERNAL,2.0,39,TOPPING,BEAR
INE978A01027,HERITGFOOD,HERITAGE FOODS,WATCHLIST_EXTERNAL,1.0,40,CORRECTION,BEAR
INE158A01026,HEROMOTOCO,HERO MOTOCORP,WATCHLIST_CONFIRMED,2.0,47,CORRECTION,BEAR
INE093A01041,HEXT,HEXAWARE TECH.,WATCHLIST_CONFIRMED,2.0,55,CORRECTION,BEAR
INE0PIC01017,HIGREEN,HI-GREEN CARBON,WATCHLIST_EXTERNAL,1.0,38,CORRECTION,BEAR
INE00RL01028,HILINFRA,HIGHWAY INFRA,WATCHLIST_EXTERNAL,1.0,35,CORRECTION,BEAR
INE788H01017,HILTON,HILTON MET.FORG.,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE038A01020,HINDALCO,HINDALCO INDS.,WATCHLIST_EXTERNAL,2.0,28,CORRECTION,BEAR
INE310C01029,HINDCOMPOS,HIND.COMPOSITES,WATCHLIST_EXTERNAL,3.0,39,CORRECTION,BEAR
INE345A01011,HINDOILEXP,HIND.OIL EXPLOR.,WATCHLIST_EXTERNAL,4.0,39,BASING,BEAR
INE030A01027,HINDUNILVR,HIND. UNILEVER,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE835D01023,HIRECT,HIND RECTIFIERS,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE106T01025,HITECH,HI-TECH PIPES,WATCHLIST_EXTERNAL,2.0,41,CORRECTION,BEAR
INE871K01015,HMVL,HINDUSTAN MEDIA,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE254N01026,HNDFDS,HINDUSTAN FOODS,WATCHLIST_EXTERNAL,1.0,40,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,42,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,42,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
NAN,HOACFOODS,HOAC FOODS,WATCHLIST_CONFIRMED,0.0,44,CORRECTION,BEAR
INE481N01025,HOMEFIRST,HOME FIRST FINAN,WATCHLIST_CONFIRMED,4.0,46,LATE_CYCLE,BEAR
INE0J5401028,HONASA,HONASA CONSUMER,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE671A01010,HONAUT,HONEYWELL AUTO,WATCHLIST_EXTERNAL,3.0,37,CORRECTION,BEAR
INE0GSL01024,HPAL,HP ADHESIVES,WATCHLIST_CONFIRMED,2.0,43,CORRECTION,BEAR
INE495S01016,HPL,HPL ELECTRIC,WATCHLIST_EXTERNAL,1.0,37,CORRECTION,BEAR
INE019C01026,HSCL,HIMADRI SPECIAL,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE031A01017,HUDCO,H U D C O,WATCHLIST_CONFIRMED,3.0,46,LATE_CYCLE,BEAR
INE275B01026,HUHTAMAKI,HUHTAMAKI INDIA,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE0V6F01027,HYUNDAI,HYUNDAI MOTOR I,WATCHLIST_CONFIRMED,2.0,43,CORRECTION,BEAR
INE520Y01019,ICEMAKE,ICE MAKE REFRIG.,WATCHLIST_EXTERNAL,1.0,38,CORRECTION,BEAR
INE346A01027,ICICIAMC,ICICI AMC,WATCHLIST_EXTERNAL,3.0,29,CORRECTION,BEAR
INE090A01021,ICICIBANK,ICICI BANK,WATCHLIST_EXTERNAL,2.0,30,TOPPING,BEAR
INE765G01017,ICICIGI,ICICI LOMBARD,WATCHLIST_EXTERNAL,3.0,41,TOPPING,BEAR
INE725G01011,ICRA,ICRA,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE0T9I01011,IDEALTECHO,IDEAL TECHNOPL.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE092T01019,IDFCFIRSTB,IDFC FIRST BANK,WATCHLIST_EXTERNAL,4.0,33,TOPPING,BEAR
INE0RRU01016,IEML,INDIAN EMULS,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE022Q01020,IEX,INDIAN ENERGY EX,WATCHLIST_EXTERNAL,3.0,34,CORRECTION,BEAR
INE559A01017,IFBIND,IFB INDUSTRIES,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE039A01010,IFCI,IFCI,WATCHLIST_EXTERNAL,2.0,39,LATE_CYCLE,BEAR
INE188B01013,IGARASHI,IGARASHI MOTORS,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE0Q9301021,IGIL,INTERNATIONAL GE,WATCHLIST_CONFIRMED,3.0,55,CORRECTION,BEAR
INE203G01027,IGL,INDRAPRASTHA GAS,WATCHLIST_EXTERNAL,3.0,36,CORRECTION,BEAR
INE530B01024,IIFL,IIFL FINANCE,WATCHLIST_EXTERNAL,4.0,41,LATE_CYCLE,BEAR
INE489L01022,IIFLCAPS,IIFL CAPITAL,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE115Q01022,IKS,INVENTURUS KNOWL,WATCHLIST_EXTERNAL,3.0,40,CORRECTION,BEAR
INE547E01014,IMPAL,INDIA MOTOR PART,WATCHLIST_EXTERNAL,2.0,37,CORRECTION,BEAR
INE452L01012,INCREDIBLE,INCREDIBLE INDUS,WATCHLIST_CONFIRMED,2.0,45,CORRECTION,BEAR
INE841B01017,INDBANK,INDBANK MERCHANT,WATCHLIST_EXTERNAL,2.0,38,CORRECTION,BEAR
INE065X01017,INDGN,INDEGENE,WATCHLIST_CONFIRMED,5.0,50,LATE_CYCLE,BEAR
INE053A01029,INDHOTEL,INDIAN HOTELS CO,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE933S01016,INDIAMART,INDIAMART INTER.,WATCHLIST_CONFIRMED,3.0,46,CORRECTION,BEAR
INE562A01011,INDIANB,INDIAN BANK,WATCHLIST_EXTERNAL,3.0,28,TOPPING,BEAR
INE323C01030,INDIANHUME,INDIAN HUME PIPE,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE922K01024,INDIASHLTR,INDIA SHELTE FIN,WATCHLIST_CONFIRMED,3.0,44,LATE_CYCLE,BEAR
INE09VQ01012,INDIGOPNTS,INDIGO PAINTS,WATCHLIST_CONFIRMED,3.0,46,CORRECTION,BEAR
INE092B01025,INDNIPPON,INDIA NIPP.ELEC.,WATCHLIST_CONFIRMED,3.0,47,CORRECTION,BEAR
INE760F01028,INDOAMIN,INDO AMINES,WATCHLIST_EXTERNAL,1.0,37,CORRECTION,BEAR
INE803D01021,INDOBORAX,INDO BORAX & CH.,WATCHLIST_EXTERNAL,3.0,36,CORRECTION,BEAR
INE622H01018,INDOFARM,INDO FARM EQUIP.,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE896L01010,INDOSTAR,INDOSTAR CAPITAL,WATCHLIST_EXTERNAL,3.0,40,LATE_CYCLE,BEAR
INE332H01014,INDOTECH,INDO TECH.TRANS.,WATCHLIST_CONFIRMED,3.0,49,CORRECTION,BEAR
INE250Z01010,INDOUS,INDO US BIO-TECH,WATCHLIST_EXTERNAL,1.0,41,CORRECTION,BEAR
INE227G01018,INDOWIND,INDOWIND ENERGY,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE681B01017,INDRAMEDCO,INDRAPR.MEDICAL,WATCHLIST_CONFIRMED,2.0,47,LATE_CYCLE,BEAR
INE915B01019,INDSWFTLAB,IND-SWIFT LABS.,WATCHLIST_EXTERNAL,5.0,30,CORRECTION,BEAR
INE121J01017,INDUSTOWER,INDUS TOWERS,WATCHLIST_CONFIRMED,3.0,42,CORRECTION,BEAR
INE0MYZ01012,INFLUX,INFLUX HEALTH.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE344S01016,INFOBEAN,INFOBEANS TECH.,WATCHLIST_EXTERNAL,6.0,34,CORRECTION,BEAR
INE0NNZ01013,INFOLLION,INFOLLION RESEA.,WATCHLIST_CONFIRMED,2.0,45,CORRECTION,BEAR
INE009A01021,INFY,INFOSYS,WATCHLIST_CONFIRMED,3.0,48,CORRECTION,BEAR
INE177A01018,INGERRAND,INGERSOLL-RAND,WATCHLIST_EXTERNAL,3.0,37,CORRECTION,BEAR
INE0OPC01015,INM,INTERIORS & MORE,WATCHLIST_EXTERNAL,3.0,41,CORRECTION,BEAR
INE0DUT01020,INNOVACAP,INNOVA CAPTAB,WATCHLIST_CONFIRMED,3.0,42,CORRECTION,BEAR
INE403Y01018,INNOVANA,INNOVANA THINK.,WATCHLIST_CONFIRMED,2.0,45,CORRECTION,BEAR
INE510W01014,INOXGREEN,INOX GREEN,WATCHLIST_EXTERNAL,4.0,31,CORRECTION,BEAR
INE616N01034,INOXINDIA,INOX INDIA,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE066P01011,INOXWIND,INOX WIND,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE070I01018,INSECTICID,INSECTICID.INDIA,WATCHLIST_EXTERNAL,1.0,36,TOPPING,BEAR
INE00M901018,INTERARCH,INTERARCH BUILD.,WATCHLIST_EXTERNAL,3.0,40,TOPPING,BEAR
INE575C01027,INTLCONV,INTL. CONVEYORS,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE0XJ501010,INVICTA,INVICTA DIAGNOS.,WATCHLIST_EXTERNAL,2.0,33,LATE_CYCLE,BEAR
INE570A01022,IONEXCHANG,ION EXCHANGE,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE02EE01019,IPSL,INTEGRATED PERSO,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE335Y01020,IRCTC,I R C T C,WATCHLIST_CONFIRMED,3.0,42,CORRECTION,BEAR
INE202E01016,IREDA,INDIAN RENEWABLE,WATCHLIST_CONFIRMED,3.0,44,LATE_CYCLE,BEAR
INE053F01010,IRFC,I R F C,WATCHLIST_EXTERNAL,2.0,34,LATE_CYCLE,BEAR
INE864K01010,IRIS,IRIS REGTECH SOLUTIONS,WATCHLIST_EXTERNAL,2.0,40,CORRECTION,BEAR
INE01GN01025,IRISDOREME,IRIS CLOTHINGS,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0R7R01018,ITALIANE,ITALIAN EDIBLES,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE154A01025,ITC,ITC,WATCHLIST_EXTERNAL,4.0,37,CORRECTION,BEAR
INE379A01028,ITCHOTELS,ITC HOTELS,WATCHLIST_EXTERNAL,3.0,28,CORRECTION,BEAR
INE353K01014,ITDC,I T D C,WATCHLIST_EXTERNAL,3.0,41,CORRECTION,BEAR
INE056801025,IVALUE,IVALUE INFOSOLUT,WATCHLIST_CONFIRMED,3.0,49,CORRECTION,BEAR
INE050B01023,IVC,IL&FS INV.MANAG.,WATCHLIST_EXTERNAL,1.0,30,CORRECTION,BEAR
INE1AII01014,IWARE,IWARE SUPPLYCH.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0HV901016,IXIGO,LE TRAVENUES,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE848A01014,IZMO,IZMO,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE168A01041,J&KBANK,J & K BANK,WATCHLIST_EXTERNAL,2.0,34,TOPPING,BEAR
INE048B01035,JAGSNPHARM,JAGSONPAL PHARMA,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE070D01027,JAICORPLTD,JAI CORP,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE0XIL01012,JAINIK,JAINIK POWER,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE0YD401026,JAINREC,JAIN RESOURCE,WATCHLIST_EXTERNAL,3.0,41,CORRECTION,BEAR
INE696V01013,JAIPURKURT,NANDANI CREATION,WATCHLIST_EXTERNAL,2.0,28,CORRECTION,BEAR
INE039C01032,JAMNAAUTO,JAMNA AUTO INDS.,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE00YJ01010,JARO,JARO INSTITUTE,WATCHLIST_EXTERNAL,2.0,36,BASING,BEAR
INE039O01029,JASH,JASH ENGINEERING,WATCHLIST_CONFIRMED,4.0,44,CORRECTION,BEAR
INE571B01036,JAYBARMARU,JAY BHARAT MARU.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0SMY01017,JAYBEE,JAY BEE LAMINATI,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE1AE401014,JAYESH,JAYESH LOGISTICS,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE572A01036,JBCHEPHARM,J B CHEMICALS &,WATCHLIST_EXTERNAL,5.0,39,CORRECTION,BEAR
INE927D01051,JBMA,JBM AUTO,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE982V01025,JETFREIGHT,JET FREIGHT,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE0RXB01022,JEYYAM,JEYYAM GLOBAL,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0MB501011,JGCHEM,J.G.CHEMICALS,WATCHLIST_EXTERNAL,3.0,39,CORRECTION,BEAR
INE324A01032,JINDALSAW,JINDAL SAW,WATCHLIST_EXTERNAL,4.0,40,CORRECTION,BEAR
INE742C01031,JINDRILL,JINDAL DRILLING,WATCHLIST_CONFIRMED,5.0,43,BASING,BEAR
INE758E01017,JIOFIN,JIO FINANCIAL,WATCHLIST_EXTERNAL,2.0,39,LATE_CYCLE,BEAR
INE823G01014,JKCEMENT,J K CEMENTS,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE576I01022,JKIL,J KUMAR INFRA,WATCHLIST_CONFIRMED,2.0,42,TOPPING,BEAR
INE1FF001016,JKIPL,JINKUSHAL INDUS.,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE573A01042,JKTYRE,JK TYRE & INDUST,WATCHLIST_EXTERNAL,4.0,31,CORRECTION,BEAR
INE682M01012,JLHL,JUPITER LIFE LIN,WATCHLIST_EXTERNAL,1.0,39,LATE_CYCLE,BEAR
INE412C01023,JMA,JULLUNDUR MOTOR,WATCHLIST_EXTERNAL,3.0,39,CORRECTION,BEAR
INE780C01023,JMFINANCIL,JM FINANCIAL,WATCHLIST_EXTERNAL,2.0,37,LATE_CYCLE,BEAR
INE147P01019,JPOLYINVST,JINDAL POLY INVE,WATCHLIST_EXTERNAL,5.0,39,LATE_CYCLE,BEAR
INE953L01027,JSFB,JANA SMALL FINAN,WATCHLIST_CONFIRMED,2.0,42,TOPPING,BEAR
INE0J5801029,JSLL,JEENA SIKHO,WATCHLIST_EXTERNAL,2.0,38,CORRECTION,BEAR
INE824G01012,JSWHL,JSW HOLDINGS,WATCHLIST_EXTERNAL,2.0,31,LATE_CYCLE,BEAR
INE880J01026,JSWINFRA,JSW INFRAST,WATCHLIST_EXTERNAL,1.0,35,CORRECTION,BEAR
INE643A01035,JTEKTINDIA,JTEKT INDIA,WATCHLIST_EXTERNAL,2.0,37,CORRECTION,BEAR
INE391J01032,JTLIND,JTL INDUSTRIES,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE03CC01015,JUBLCPL,JUBILANT AGRI,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE696F01016,JUNIPER,JUNIPER HOTELS,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE599M01018,JUSTDIAL,JUST DIAL,WATCHLIST_CONFIRMED,2.0,46,CORRECTION,BEAR
INE209L01016,JWL,JUPITER WAGONS,WATCHLIST_CONFIRMED,5.0,42,CORRECTION,BEAR
INE668F01031,JYOTHYLAB,JYOTHY LABS,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE980O01024,JYOTICNC,JYOTI CNC AUTO.,WATCHLIST_EXTERNAL,3.0,40,CORRECTION,BEAR
INE0DEZ01013,K2INFRA,K2 INFRAGEN,WATCHLIST_EXTERNAL,1.0,30,TOPPING,BEAR
INE900B01029,KABRAEXTRU,KABRA EXTRUSION,WATCHLIST_EXTERNAL,1.0,35,CORRECTION,BEAR
INE438K01021,KALAMANDIR,SAI SILKS,WATCHLIST_EXTERNAL,2.0,37,CORRECTION,BEAR
INE303R01014,KALYANKJIL,KALYAN JEWELLERS,WATCHLIST_CONFIRMED,4.0,46,CORRECTION,BEAR
